"Year","CN","RW"
1943,"19T222",2.5
1944,"19T222",2.09
1945,"19T222",1.8
1946,"19T222",1.42
1947,"19T222",1.87
1948,"19T222",2.68
1949,"19T222",1.94
1950,"19T222",2.25
1951,"19T222",2.37
1952,"19T222",2.68
1953,"19T222",3.35
1954,"19T222",2.71
1955,"19T222",2.69
1956,"19T222",3.81
1957,"19T222",4.41
1958,"19T222",4.72
1959,"19T222",3.45
1960,"19T222",3.12
1961,"19T222",3.16
1962,"19T222",3.39
1963,"19T222",3.35
1964,"19T222",2.18
1965,"19T222",3.54
1966,"19T222",2.94
1967,"19T222",2.53
1968,"19T222",1.37
1969,"19T222",2.73
1970,"19T222",2.44
1971,"19T222",2.83
1972,"19T222",2.56
1973,"19T222",1.2
1974,"19T222",2.4
1975,"19T222",1.62
1976,"19T222",1.98
1977,"19T222",0.48
1978,"19T222",1.98
1979,"19T222",1.36
1980,"19T222",1.97
1981,"19T222",1.63
1982,"19T222",1.24
1983,"19T222",1.58
1984,"19T222",1.92
1985,"19T222",1.61
1986,"19T222",1.61
1987,"19T222",1.57
1988,"19T222",2.26
1989,"19T222",1.43
1990,"19T222",1.72
1991,"19T222",1.09
1992,"19T222",1.1
1993,"19T222",1.74
1994,"19T222",0.89
1995,"19T222",1.39
1996,"19T222",1.72
1997,"19T222",1.93
1998,"19T222",2.1
1999,"19T222",1.74
2000,"19T222",1.36
2001,"19T222",0.76
2002,"19T222",0.89
2003,"19T222",1.11
2004,"19T222",1.1
2005,"19T222",0.94
2006,"19T222",1.2
2007,"19T222",0.87
2008,"19T222",0.99
2009,"19T222",1.06
2010,"19T222",1.09
2011,"19T222",1.54
2012,"19T222",1.36
2013,"19T222",0.57
2014,"19T222",0.97
2015,"19T222",0.74
2016,"19T222",0.51
2017,"19T222",0.52
2018,"19T222",0.43
2019,"19T222",0.57
1928,"19T224",1.2
1929,"19T224",1.21
1930,"19T224",1.28
1931,"19T224",1.19
1932,"19T224",1.11
1933,"19T224",1.03
1934,"19T224",0.75
1935,"19T224",1.37
1936,"19T224",0.95
1937,"19T224",1.05
1938,"19T224",1.14
1939,"19T224",0.73
1940,"19T224",0.85
1941,"19T224",1.11
1942,"19T224",1.91
1943,"19T224",1.74
1944,"19T224",1.86
1945,"19T224",1.94
1946,"19T224",1.94
1947,"19T224",2.02
1948,"19T224",2.4
1949,"19T224",2.16
1950,"19T224",1.92
1951,"19T224",1.5
1952,"19T224",1.16
1953,"19T224",1.61
1954,"19T224",1.77
1955,"19T224",1.76
1956,"19T224",2.1
1957,"19T224",2.22
1958,"19T224",1.91
1959,"19T224",1.72
1960,"19T224",1.74
1961,"19T224",1.97
1962,"19T224",2.06
1963,"19T224",2.19
1964,"19T224",2.13
1965,"19T224",2.52
1966,"19T224",2.48
1967,"19T224",2.2
1968,"19T224",1.58
1969,"19T224",1.17
1970,"19T224",1.02
1971,"19T224",1.35
1972,"19T224",1.48
1973,"19T224",1.05
1974,"19T224",1.04
1975,"19T224",1.08
1976,"19T224",1.23
1977,"19T224",1.82
1978,"19T224",2.05
1979,"19T224",1.26
1980,"19T224",1.3
1981,"19T224",1.21
1982,"19T224",0.97
1983,"19T224",0.94
1984,"19T224",1.09
1985,"19T224",0.89
1986,"19T224",0.56
1987,"19T224",0.28
1988,"19T224",0.35
1989,"19T224",0.2
1990,"19T224",0.5
1991,"19T224",0.25
1992,"19T224",0.57
1993,"19T224",0.35
1994,"19T224",0.52
1995,"19T224",0.52
1996,"19T224",0.78
1997,"19T224",1.3
1998,"19T224",1.71
1999,"19T224",1.72
2000,"19T224",1.96
2001,"19T224",1.55
2002,"19T224",1.43
2003,"19T224",1.33
2004,"19T224",1.49
2005,"19T224",1.82
2006,"19T224",1.33
2007,"19T224",1.06
2008,"19T224",1.06
2009,"19T224",1.13
2010,"19T224",1.09
2011,"19T224",1.52
2012,"19T224",1.81
2013,"19T224",1.6
2014,"19T224",1.9
2015,"19T224",1.69
2016,"19T224",1.11
2017,"19T224",1.19
2018,"19T224",1.17
2019,"19T224",0.99
1917,"19T227",1.34
1918,"19T227",1.64
1919,"19T227",2.24
1920,"19T227",2
1921,"19T227",2.47
1922,"19T227",2.09
1923,"19T227",1.89
1924,"19T227",2.1
1925,"19T227",3.05
1926,"19T227",2.09
1927,"19T227",2.72
1928,"19T227",2.61
1929,"19T227",2.39
1930,"19T227",2.19
1931,"19T227",2.06
1932,"19T227",2.21
1933,"19T227",3.02
1934,"19T227",2.96
1935,"19T227",2.73
1936,"19T227",2.15
1937,"19T227",2.13
1938,"19T227",2.64
1939,"19T227",2.1
1940,"19T227",2.32
1941,"19T227",2.75
1942,"19T227",2.72
1943,"19T227",2.41
1944,"19T227",2.31
1945,"19T227",1.99
1946,"19T227",1.97
1947,"19T227",1.77
1948,"19T227",2.76
1949,"19T227",2.51
1950,"19T227",2.52
1951,"19T227",2.37
1952,"19T227",2.41
1953,"19T227",2.7
1954,"19T227",2.49
1955,"19T227",2.44
1956,"19T227",2.92
1957,"19T227",2.34
1958,"19T227",2.98
1959,"19T227",2.48
1960,"19T227",2.28
1961,"19T227",2.2
1962,"19T227",2.44
1963,"19T227",3.23
1964,"19T227",2.7
1965,"19T227",2.56
1966,"19T227",2.01
1967,"19T227",1.89
1968,"19T227",1.49
1969,"19T227",1.56
1970,"19T227",1.58
1971,"19T227",1.65
1972,"19T227",1.56
1973,"19T227",1.67
1974,"19T227",2.2
1975,"19T227",2.31
1976,"19T227",2.49
1977,"19T227",0.36
1978,"19T227",1.79
1979,"19T227",1.93
1980,"19T227",1.94
1981,"19T227",2.13
1982,"19T227",1.38
1983,"19T227",1.45
1984,"19T227",1.63
1985,"19T227",1.12
1986,"19T227",0.44
1987,"19T227",0.53
1988,"19T227",0.3
1989,"19T227",0.47
1990,"19T227",0.79
1991,"19T227",0.9
1992,"19T227",1.22
1993,"19T227",1.94
1994,"19T227",1.91
1995,"19T227",1.44
1996,"19T227",1.79
1997,"19T227",1.61
1998,"19T227",1.68
1999,"19T227",1.21
2000,"19T227",1.22
2001,"19T227",1.06
2002,"19T227",1.24
2003,"19T227",1.49
2004,"19T227",1.47
2005,"19T227",1.75
2006,"19T227",1.59
2007,"19T227",1.21
2008,"19T227",1.37
2009,"19T227",1.35
2010,"19T227",1.44
2011,"19T227",1.22
2012,"19T227",0.85
2013,"19T227",0.67
2014,"19T227",0.73
2015,"19T227",0.93
2016,"19T227",0.8
2017,"19T227",1.02
2018,"19T227",1.03
1949,"19T228",9.86
1950,"19T228",8.88
1951,"19T228",9.26
1952,"19T228",9.96
1953,"19T228",11.62
1954,"19T228",12.08
1955,"19T228",9.47
1956,"19T228",7.27
1957,"19T228",9.58
1958,"19T228",7.68
1959,"19T228",9.07
1960,"19T228",8.26
1961,"19T228",7.18
1962,"19T228",8.16
1963,"19T228",8.95
1964,"19T228",6.8
1965,"19T228",6.73
1966,"19T228",5.58
1967,"19T228",6.66
1968,"19T228",3.81
1969,"19T228",5.22
1970,"19T228",5.71
1971,"19T228",4.99
1972,"19T228",5.34
1973,"19T228",5.22
1974,"19T228",5.8
1975,"19T228",4.67
1976,"19T228",5.61
1977,"19T228",5.44
1978,"19T228",4.49
1979,"19T228",4.21
1980,"19T228",4.92
1981,"19T228",5.05
1982,"19T228",2.9
1983,"19T228",4.17
1984,"19T228",3.24
1985,"19T228",3.15
1986,"19T228",3.24
1987,"19T228",4.18
1988,"19T228",3.78
1989,"19T228",3.44
1990,"19T228",3.29
1991,"19T228",2.67
1992,"19T228",2.77
1993,"19T228",2.83
1994,"19T228",3.33
1995,"19T228",2.43
1996,"19T228",2.78
1997,"19T228",3.11
1998,"19T228",2.63
1999,"19T228",2.18
2000,"19T228",2.63
2001,"19T228",2.66
2002,"19T228",2.48
2003,"19T228",2.05
2004,"19T228",2.01
2005,"19T228",2.12
2006,"19T228",2.17
2007,"19T228",2.44
2008,"19T228",2.48
2009,"19T228",1.66
2010,"19T228",1.9
2011,"19T228",1.88
2012,"19T228",1.97
2013,"19T228",1.29
2014,"19T228",1.62
2015,"19T228",1.22
2016,"19T228",1.92
2017,"19T228",1.72
2018,"19T228",1.51
1988,"19T229",6.02
1989,"19T229",9.81
1990,"19T229",10.42
1991,"19T229",8.26
1992,"19T229",8.48
1993,"19T229",9.18
1994,"19T229",6.48
1995,"19T229",5.07
1996,"19T229",6.21
1997,"19T229",6.78
1998,"19T229",4.37
1999,"19T229",3.38
2000,"19T229",2.58
2001,"19T229",2.02
2002,"19T229",1.08
2003,"19T229",1.04
2004,"19T229",1.63
2005,"19T229",2.83
2006,"19T229",1.83
2007,"19T229",2.31
2008,"19T229",2.71
2009,"19T229",2.24
2010,"19T229",2.74
2011,"19T229",3.25
2012,"19T229",3.49
2013,"19T229",2.99
2014,"19T229",2.76
2015,"19T229",2.39
2016,"19T229",2.39
2017,"19T229",1.89
2018,"19T229",2.03
2019,"19T229",1.94
1973,"19T232",7.75
1974,"19T232",9.19
1975,"19T232",11.57
1976,"19T232",12.06
1977,"19T232",8.05
1978,"19T232",7.93
1979,"19T232",6.76
1980,"19T232",9.28
1981,"19T232",9.91
1982,"19T232",9.01
1983,"19T232",12.41
1984,"19T232",8.27
1985,"19T232",8.11
1986,"19T232",6.34
1987,"19T232",5.11
1988,"19T232",5.83
1989,"19T232",4.32
1990,"19T232",6.57
1991,"19T232",4.91
1992,"19T232",4.38
1993,"19T232",6.13
1994,"19T232",6.74
1995,"19T232",7.04
1996,"19T232",6.74
1997,"19T232",6.4
1998,"19T232",6.4
1999,"19T232",5.79
2000,"19T232",5.88
2001,"19T232",4.4
2002,"19T232",3.92
2003,"19T232",4.48
2004,"19T232",3.44
2005,"19T232",3.3
2006,"19T232",2.74
2007,"19T232",3.6
2008,"19T232",2.73
2009,"19T232",2.93
2010,"19T232",4.07
2011,"19T232",4.43
2012,"19T232",4.27
2013,"19T232",4.59
2014,"19T232",2.34
2015,"19T232",2.17
2016,"19T232",1.44
2017,"19T232",2.6
2018,"19T232",2.16
2019,"19T232",3
2003,"20T100",3.39
2004,"20T100",8.44
2005,"20T100",7.09
2006,"20T100",5.49
2007,"20T100",6.89
2008,"20T100",7.05
2009,"20T100",8.7
2010,"20T100",10.13
2011,"20T100",9.55
2012,"20T100",7.78
2013,"20T100",9.78
2014,"20T100",8.48
2015,"20T100",6.97
2016,"20T100",7.15
2017,"20T100",5.76
2018,"20T100",6.7
2019,"20T100",7.57
2020,"20T100",9.09
1973,"20T101",6.35
1974,"20T101",6.98
1975,"20T101",7.84
1976,"20T101",6.8
1977,"20T101",7.01
1978,"20T101",5.83
1979,"20T101",3.95
1980,"20T101",2.58
1981,"20T101",3.63
1982,"20T101",3.42
1983,"20T101",5.73
1984,"20T101",6.03
1985,"20T101",4.07
1986,"20T101",4.83
1987,"20T101",5.01
1988,"20T101",6.13
1989,"20T101",3.86
1990,"20T101",7.99
1991,"20T101",5.39
1992,"20T101",5.37
1993,"20T101",5.22
1994,"20T101",6.98
1995,"20T101",5.22
1996,"20T101",3.79
1997,"20T101",5.49
1998,"20T101",5.72
1999,"20T101",4.24
2000,"20T101",5.24
2001,"20T101",3.75
2002,"20T101",5.51
2003,"20T101",5.13
2004,"20T101",5.8
2005,"20T101",6.05
2006,"20T101",5.76
2007,"20T101",6.04
2008,"20T101",6.05
2009,"20T101",6.56
2010,"20T101",9.5
2011,"20T101",6.8
2012,"20T101",7.66
2013,"20T101",6.59
2014,"20T101",7.1
2015,"20T101",5.22
2016,"20T101",6.37
2017,"20T101",5.42
2018,"20T101",5.97
2019,"20T101",6.02
2020,"20T101",6.15
1966,"20T105",5.31
1967,"20T105",6.25
1968,"20T105",6.47
1969,"20T105",6.25
1970,"20T105",5.68
1971,"20T105",6.85
1972,"20T105",6.3
1973,"20T105",5.35
1974,"20T105",6.44
1975,"20T105",6.04
1976,"20T105",6.3
1977,"20T105",5.77
1978,"20T105",7.23
1979,"20T105",5.97
1980,"20T105",6.46
1981,"20T105",6.88
1982,"20T105",4.83
1983,"20T105",5.29
1984,"20T105",3.82
1985,"20T105",3.68
1986,"20T105",4.2
1987,"20T105",4.65
1988,"20T105",4.89
1989,"20T105",6.27
1990,"20T105",7.05
1991,"20T105",5.84
1992,"20T105",5.95
1993,"20T105",6.13
1994,"20T105",4.37
1995,"20T105",5.08
1996,"20T105",5.65
1997,"20T105",6.57
1998,"20T105",7.43
1999,"20T105",6.87
2000,"20T105",7.07
2001,"20T105",6.81
2002,"20T105",5.64
2003,"20T105",4.46
2004,"20T105",4.38
2005,"20T105",6.44
2006,"20T105",6.05
2007,"20T105",5.57
2008,"20T105",5.77
2009,"20T105",4.9
2010,"20T105",5.9
2011,"20T105",5.76
2012,"20T105",6.29
2013,"20T105",5.68
2014,"20T105",5.47
2015,"20T105",4.77
2016,"20T105",4.47
2017,"20T105",4.39
2018,"20T105",4.33
2019,"20T105",3.76
2020,"20T105",4.22
1720,"20T106",2.05
1721,"20T106",1.7
1722,"20T106",2.07
1723,"20T106",1.98
1724,"20T106",2.79
1725,"20T106",2.16
1726,"20T106",2.92
1727,"20T106",2.86
1728,"20T106",2.19
1729,"20T106",2.64
1730,"20T106",2.54
1731,"20T106",2.66
1732,"20T106",2.53
1733,"20T106",2.64
1734,"20T106",2.33
1735,"20T106",2.51
1736,"20T106",1.74
1737,"20T106",1.71
1738,"20T106",2.22
1739,"20T106",2.16
1740,"20T106",1.91
1741,"20T106",2.12
1742,"20T106",2.26
1743,"20T106",1.94
1744,"20T106",2.03
1745,"20T106",2.05
1746,"20T106",1.54
1747,"20T106",1.1
1748,"20T106",1.01
1749,"20T106",1.13
1750,"20T106",1.72
1751,"20T106",1.57
1752,"20T106",1.63
1753,"20T106",1.52
1754,"20T106",1.61
1755,"20T106",1.94
1756,"20T106",1.3
1757,"20T106",1.27
1758,"20T106",1.62
1759,"20T106",1.38
1760,"20T106",1.45
1761,"20T106",1.57
1762,"20T106",1.32
1763,"20T106",1.42
1764,"20T106",1.18
1765,"20T106",1.42
1766,"20T106",1.34
1767,"20T106",1.15
1768,"20T106",1.19
1769,"20T106",1.08
1770,"20T106",1.44
1771,"20T106",1.72
1772,"20T106",1.59
1773,"20T106",1.94
1774,"20T106",1.47
1775,"20T106",1.49
1776,"20T106",1.25
1777,"20T106",1.36
1778,"20T106",1.51
1779,"20T106",1.59
1780,"20T106",1.26
1781,"20T106",1.22
1782,"20T106",1.16
1783,"20T106",1.11
1784,"20T106",0.99
1785,"20T106",1.05
1786,"20T106",1.27
1787,"20T106",0.97
1788,"20T106",1.16
1789,"20T106",1.35
1790,"20T106",1.29
1791,"20T106",1.32
1792,"20T106",1.09
1793,"20T106",1.21
1794,"20T106",1.14
1795,"20T106",1.13
1796,"20T106",0.96
1797,"20T106",0.97
1798,"20T106",1.51
1799,"20T106",0.94
1800,"20T106",0.98
1801,"20T106",1.31
1802,"20T106",1.25
1803,"20T106",0.96
1804,"20T106",1.14
1805,"20T106",1.28
1806,"20T106",1.13
1807,"20T106",1.15
1808,"20T106",1.03
1809,"20T106",1.05
1810,"20T106",1.03
1811,"20T106",1.01
1812,"20T106",0.82
1813,"20T106",0.68
1814,"20T106",0.89
1815,"20T106",0.77
1816,"20T106",0.82
1817,"20T106",0.72
1818,"20T106",0.72
1819,"20T106",0.79
1820,"20T106",0.95
1821,"20T106",0.76
1822,"20T106",0.96
1823,"20T106",0.77
1824,"20T106",0.82
1825,"20T106",0.92
1826,"20T106",0.85
1827,"20T106",0.63
1828,"20T106",0.69
1829,"20T106",0.77
1830,"20T106",0.67
1831,"20T106",0.74
1832,"20T106",0.46
1833,"20T106",0.67
1834,"20T106",0.82
1835,"20T106",1.02
1836,"20T106",0.79
1837,"20T106",0.85
1838,"20T106",0.88
1839,"20T106",1.14
1840,"20T106",0.91
1841,"20T106",0.9
1842,"20T106",0.71
1843,"20T106",0.68
1844,"20T106",0.69
1845,"20T106",0.69
1846,"20T106",0.71
1847,"20T106",0.41
1848,"20T106",0.48
1849,"20T106",0.38
1850,"20T106",0.44
1851,"20T106",0.53
1852,"20T106",0.5
1853,"20T106",0.45
1854,"20T106",0.41
1855,"20T106",0.55
1856,"20T106",0.42
1857,"20T106",0.46
1858,"20T106",0.56
1859,"20T106",0.51
1860,"20T106",0.58
1861,"20T106",0.6
1862,"20T106",0.49
1863,"20T106",0.6
1864,"20T106",0.41
1865,"20T106",0.39
1866,"20T106",0.51
1867,"20T106",0.4
1868,"20T106",0.4
1869,"20T106",0.32
1870,"20T106",0.48
1871,"20T106",0.4
1872,"20T106",0.44
1873,"20T106",0.38
1874,"20T106",0.46
1875,"20T106",0.46
1876,"20T106",0.44
1877,"20T106",0.45
1878,"20T106",0.45
1879,"20T106",0.42
1880,"20T106",0.34
1881,"20T106",0.39
1882,"20T106",0.42
1883,"20T106",0.36
1884,"20T106",0.32
1885,"20T106",0.39
1886,"20T106",0.5
1887,"20T106",0.48
1888,"20T106",0.38
1889,"20T106",0.34
1890,"20T106",0.46
1891,"20T106",0.63
1892,"20T106",0.47
1893,"20T106",0.79
1894,"20T106",0.66
1895,"20T106",0.48
1896,"20T106",0.48
1897,"20T106",0.39
1898,"20T106",0.42
1899,"20T106",0.51
1900,"20T106",0.66
1901,"20T106",0.64
1902,"20T106",0.57
1903,"20T106",0.55
1904,"20T106",0.63
1905,"20T106",0.52
1906,"20T106",0.44
1907,"20T106",0.47
1908,"20T106",0.55
1909,"20T106",0.47
1910,"20T106",0.36
1911,"20T106",0.46
1912,"20T106",0.47
1913,"20T106",0.56
1914,"20T106",0.55
1915,"20T106",0.54
1916,"20T106",0.53
1917,"20T106",0.57
1918,"20T106",0.47
1919,"20T106",0.58
1920,"20T106",0.72
1921,"20T106",0.74
1922,"20T106",0.57
1923,"20T106",0.56
1924,"20T106",0.49
1925,"20T106",0.52
1926,"20T106",0.46
1927,"20T106",0.59
1928,"20T106",0.61
1929,"20T106",0.61
1930,"20T106",0.57
1931,"20T106",0.78
1932,"20T106",0.84
1933,"20T106",0.71
1934,"20T106",0.6
1935,"20T106",0.75
1936,"20T106",0.63
1937,"20T106",0.66
1938,"20T106",0.79
1939,"20T106",0.61
1940,"20T106",0.59
1941,"20T106",0.61
1942,"20T106",0.76
1943,"20T106",0.59
1944,"20T106",0.58
1945,"20T106",0.59
1946,"20T106",0.53
1947,"20T106",0.49
1948,"20T106",0.69
1949,"20T106",0.68
1950,"20T106",0.72
1951,"20T106",0.56
1952,"20T106",0.54
1953,"20T106",0.5
1954,"20T106",0.64
1955,"20T106",0.74
1956,"20T106",0.69
1957,"20T106",0.67
1958,"20T106",0.72
1959,"20T106",0.52
1960,"20T106",0.61
1961,"20T106",0.6
1962,"20T106",0.61
1963,"20T106",0.55
1964,"20T106",0.69
1965,"20T106",0.73
1966,"20T106",0.73
1967,"20T106",0.7
1968,"20T106",0.6
1969,"20T106",0.64
1970,"20T106",0.71
1971,"20T106",0.66
1972,"20T106",0.58
1973,"20T106",0.57
1974,"20T106",0.6
1975,"20T106",0.52
1976,"20T106",0.62
1977,"20T106",0.65
1978,"20T106",0.56
1979,"20T106",0.52
1980,"20T106",0.61
1981,"20T106",0.75
1982,"20T106",0.76
1983,"20T106",0.71
1984,"20T106",0.79
1985,"20T106",0.68
1986,"20T106",0.66
1987,"20T106",0.58
1988,"20T106",0.61
1989,"20T106",0.49
1990,"20T106",0.52
1991,"20T106",0.34
1992,"20T106",0.37
1993,"20T106",0.48
1994,"20T106",0.56
1995,"20T106",0.46
1996,"20T106",0.58
1997,"20T106",0.52
1998,"20T106",0.53
1999,"20T106",0.53
2000,"20T106",0.56
2001,"20T106",0.46
2002,"20T106",0.54
2003,"20T106",0.47
2004,"20T106",0.38
2005,"20T106",0.45
2006,"20T106",0.46
2007,"20T106",0.44
2008,"20T106",0.7
2009,"20T106",0.68
2010,"20T106",0.59
2011,"20T106",0.59
2012,"20T106",0.57
2013,"20T106",0.54
2014,"20T106",0.54
2015,"20T106",0.6
2016,"20T106",0.47
2017,"20T106",0.58
2018,"20T106",0.52
2019,"20T106",0.5
1899,"20T111",6.51
1900,"20T111",7.94
1901,"20T111",4.09
1902,"20T111",5.84
1903,"20T111",6
1904,"20T111",4.34
1905,"20T111",5.4
1906,"20T111",5.46
1907,"20T111",5.42
1908,"20T111",5.01
1909,"20T111",4.08
1910,"20T111",4.1
1911,"20T111",4.05
1912,"20T111",4.58
1913,"20T111",4.52
1914,"20T111",4.24
1915,"20T111",4.12
1916,"20T111",4.4
1917,"20T111",3.57
1918,"20T111",2.27
1919,"20T111",2.77
1920,"20T111",3.09
1921,"20T111",3.02
1922,"20T111",2.29
1923,"20T111",2.48
1924,"20T111",2.38
1925,"20T111",2.33
1926,"20T111",2.5
1927,"20T111",2.72
1928,"20T111",3.15
1929,"20T111",2.64
1930,"20T111",2.54
1931,"20T111",2.91
1932,"20T111",2.51
1933,"20T111",2.53
1934,"20T111",2.88
1935,"20T111",2.58
1936,"20T111",2.7
1937,"20T111",2.43
1938,"20T111",2.27
1939,"20T111",2.09
1940,"20T111",2.31
1941,"20T111",2.64
1942,"20T111",3.33
1943,"20T111",2.64
1944,"20T111",2.4
1945,"20T111",2.07
1946,"20T111",1.97
1947,"20T111",2.07
1948,"20T111",2.32
1949,"20T111",1.9
1950,"20T111",1.86
1951,"20T111",1.39
1952,"20T111",1.29
1953,"20T111",1.41
1954,"20T111",1.74
1955,"20T111",2.09
1956,"20T111",1.87
1957,"20T111",1.85
1958,"20T111",2.3
1959,"20T111",2.11
1960,"20T111",2.16
1961,"20T111",2.11
1962,"20T111",1.82
1963,"20T111",2.22
1964,"20T111",2.64
1965,"20T111",2.57
1966,"20T111",2.52
1967,"20T111",2.44
1968,"20T111",1.95
1969,"20T111",1.03
1970,"20T111",0.98
1971,"20T111",0.98
1972,"20T111",0.9
1973,"20T111",0.93
1974,"20T111",1.16
1975,"20T111",1.35
1976,"20T111",1.47
1977,"20T111",1.28
1978,"20T111",1.57
1979,"20T111",0.95
1980,"20T111",0.98
1981,"20T111",1.25
1982,"20T111",1
1983,"20T111",0.86
1984,"20T111",0.97
1985,"20T111",0.83
1986,"20T111",0.86
1987,"20T111",1.24
1988,"20T111",1.25
1989,"20T111",1.37
1990,"20T111",1.86
1991,"20T111",2.51
1992,"20T111",2.24
1993,"20T111",0.99
1994,"20T111",0
1995,"20T111",0.12
1996,"20T111",0.09
1997,"20T111",0.11
1998,"20T111",0.23
1999,"20T111",0.23
2000,"20T111",0.31
2001,"20T111",0.54
2002,"20T111",0.64
2003,"20T111",0.68
2004,"20T111",1.07
2005,"20T111",1.41
2006,"20T111",1.06
2007,"20T111",0.99
2008,"20T111",0.98
2009,"20T111",1.15
2010,"20T111",1.02
2011,"20T111",1.05
2012,"20T111",1.43
2013,"20T111",1.24
2014,"20T111",0
2015,"20T111",0.18
2016,"20T111",0.13
2017,"20T111",0.16
2018,"20T111",0.13
2019,"20T111",0.25
1859,"20T112",0.96
1860,"20T112",1.27
1861,"20T112",1.97
1862,"20T112",3.37
1863,"20T112",3.56
1864,"20T112",3.17
1865,"20T112",3.04
1866,"20T112",2.74
1867,"20T112",2.9
1868,"20T112",2.78
1869,"20T112",2.5
1870,"20T112",2.88
1871,"20T112",2.58
1872,"20T112",2.63
1873,"20T112",2.82
1874,"20T112",2.37
1875,"20T112",2.81
1876,"20T112",3.58
1877,"20T112",4.65
1878,"20T112",4
1879,"20T112",3.99
1880,"20T112",3.49
1881,"20T112",3.22
1882,"20T112",3.55
1883,"20T112",3.1
1884,"20T112",3.22
1885,"20T112",2.87
1886,"20T112",2.59
1887,"20T112",2.29
1888,"20T112",2.27
1889,"20T112",2.77
1890,"20T112",2.75
1891,"20T112",3.25
1892,"20T112",3.56
1893,"20T112",2.82
1894,"20T112",2.4
1895,"20T112",2.43
1896,"20T112",2.16
1897,"20T112",2.68
1898,"20T112",2.83
1899,"20T112",2.42
1900,"20T112",2.95
1901,"20T112",2.85
1902,"20T112",2.71
1903,"20T112",2.84
1904,"20T112",3.84
1905,"20T112",2.81
1906,"20T112",2.7
1907,"20T112",2.7
1908,"20T112",2.9
1909,"20T112",2.25
1910,"20T112",2.03
1911,"20T112",2.12
1912,"20T112",1.72
1913,"20T112",1.64
1914,"20T112",1.71
1915,"20T112",1.41
1916,"20T112",1.21
1917,"20T112",1.18
1918,"20T112",1.22
1919,"20T112",1.56
1920,"20T112",1.56
1921,"20T112",1.69
1922,"20T112",1.39
1923,"20T112",1.57
1924,"20T112",1.3
1925,"20T112",1.32
1926,"20T112",1.38
1927,"20T112",1.19
1928,"20T112",1.36
1929,"20T112",1.35
1930,"20T112",1.11
1931,"20T112",1.17
1932,"20T112",1.09
1933,"20T112",1.35
1934,"20T112",1.42
1935,"20T112",1.46
1936,"20T112",1.51
1937,"20T112",1.09
1938,"20T112",1.62
1939,"20T112",1.54
1940,"20T112",1.32
1941,"20T112",1.52
1942,"20T112",2.01
1943,"20T112",2.33
1944,"20T112",2.24
1945,"20T112",1.89
1946,"20T112",1.9
1947,"20T112",1.78
1948,"20T112",2.02
1949,"20T112",1.54
1950,"20T112",1.66
1951,"20T112",1.6
1952,"20T112",1.51
1953,"20T112",1.3
1954,"20T112",1.56
1955,"20T112",1.59
1956,"20T112",1.46
1957,"20T112",1.42
1958,"20T112",1.78
1959,"20T112",1.61
1960,"20T112",1.63
1961,"20T112",1.4
1962,"20T112",1.33
1963,"20T112",1.86
1964,"20T112",1.73
1965,"20T112",1.46
1966,"20T112",1.36
1967,"20T112",1.24
1968,"20T112",1.14
1969,"20T112",1.06
1970,"20T112",1.22
1971,"20T112",1.07
1972,"20T112",1
1973,"20T112",1.11
1974,"20T112",1.25
1975,"20T112",1.19
1976,"20T112",1.3
1977,"20T112",1.37
1978,"20T112",1.21
1979,"20T112",0.94
1980,"20T112",1.23
1981,"20T112",1.47
1982,"20T112",1.2
1983,"20T112",1.38
1984,"20T112",1.56
1985,"20T112",1.52
1986,"20T112",1.55
1987,"20T112",1.27
1988,"20T112",1.62
1989,"20T112",1.58
1990,"20T112",2.2
1991,"20T112",1.66
1992,"20T112",1.61
1993,"20T112",1.31
1994,"20T112",1.47
1995,"20T112",1.04
1996,"20T112",1.35
1997,"20T112",1.52
1998,"20T112",1.85
1999,"20T112",1.6
2000,"20T112",1.73
2001,"20T112",1.6
2002,"20T112",1.83
2003,"20T112",1.45
2004,"20T112",1.59
2005,"20T112",1.83
2006,"20T112",1.52
2007,"20T112",1.45
2008,"20T112",1.41
2009,"20T112",1.14
2010,"20T112",1.33
2011,"20T112",1.36
2012,"20T112",1.6
2013,"20T112",1.48
2014,"20T112",1.81
2015,"20T112",1.57
2016,"20T112",1.26
2017,"20T112",1.3
2018,"20T112",1.04
2019,"20T112",1
2020,"20T112",1.36
1948,"20T116",6.94
1949,"20T116",5.41
1950,"20T116",5
1951,"20T116",4.65
1952,"20T116",4.81
1953,"20T116",5.05
1954,"20T116",4.97
1955,"20T116",1.88
1956,"20T116",1.52
1957,"20T116",2.08
1958,"20T116",1.36
1959,"20T116",2.65
1960,"20T116",2.98
1961,"20T116",2.68
1962,"20T116",3.16
1963,"20T116",3.52
1964,"20T116",4.03
1965,"20T116",1.79
1966,"20T116",2.68
1967,"20T116",2.58
1968,"20T116",1.9
1969,"20T116",0.92
1970,"20T116",1.53
1971,"20T116",2.82
1972,"20T116",4.29
1973,"20T116",1.74
1974,"20T116",4.04
1975,"20T116",4.07
1976,"20T116",1.69
1977,"20T116",1.92
1978,"20T116",2.71
1979,"20T116",1.94
1980,"20T116",2.02
1981,"20T116",4.33
1982,"20T116",3.9
1983,"20T116",2.67
1984,"20T116",1.72
1985,"20T116",2.81
1986,"20T116",1.72
1987,"20T116",3.22
1988,"20T116",2.15
1989,"20T116",2.83
1990,"20T116",4.43
